review_uuid,review
b242e4ad-561c-455d-a710-10e52ee75a46,extra price than other e mart
2312fa4a-51a9-413c-af29-c64ceb6781d2,very poor quality
540e76da-75b6-4ceb-aec6-07279b0d2a21,i cant recommend this product since this is not suitable for that prize i suggest you to go with prestige
a472b48e-bd74-4e6f-a165-57862c60fda2,old product received also have many scratches and dent on pad holders not recommended this
fdb87bbf-5fed-4c31-a47e-f960c9b06547,good
fc24b9ec-3f11-4f0b-b3a4-f0df0c76664a,working properly but dont know how many copies i can get once again faster delivery and good support by flipkart
a5d57543-d197-4aec-807a-cbeef53ad51e,its not working properly within 1 weak of use the led has not been working
2771dd1e-992e-41fb-9599-31aef374d8b1,really good for pear shape body types youll love itit will make you look taller and slimmer
9d91038b-6d2e-4572-a958-e58589bf326e,not compatible fan speed is slow
e04dce79-ec94-4cef-8ab1-e94b6f0fb502,excellent sound i cant believe it sounds good base is well when plying with bluetooth excellent deal at this price design also good
92e3866c-6418-4a5b-a880-9631599118b0,good
9bc8b80c-a5c8-44bd-a4b4-6c9d7f538d04,good
90eaf6c0-3fa6-4468-b915-0cbe82fdf996,after use cap is losses
dc5077a7-609c-4bda-a5ba-75ad0aaa7db4,good product
f423c74e-6c5a-4aff-a5d0-602ca05a1c21,good
de2246da-caf3-4577-b4b4-865ff70eb1f4,in description mentions memory card slot but there is no memory card slot in this
280c4897-040d-43ee-a321-da17cd1635b3,best quality grander very thick jars
aa22e816-302f-4d4a-aa29-72b0e39131ac,nice router at lowest pricehas long rangei faced some issue earlier but their customer care got it sorted
740d0cec-c6a2-409d-8d1a-c7bb1fbf75a1,bad product
857e3678-ef7d-4293-9eb4-ba990df89931,very good product
c73e774e-1477-42bc-b53e-143d4473912f,good one first time its bit confusing but after seeing youtube videos understanding well nice performance
edb23754-dec6-48c4-94a2-1945f9b608c3,very good kazal and stays long
a76da650-599e-4a0c-a84f-9a5ae5475aa7,cap quality very bad
8a2b0b39-3047-4090-8234-58b457d0016d,not cooling as per my expectationseven its not cooling in 35cit is as worst as i thoughtafter using 6 months i am giving you the reviewnot even giving cooling the small room only giving heavy blowother coolers will cool the big room with low blow also
f9b1c700-c08e-4a3b-ac2a-029e1b66a590,not good product waste of money
0415dff3-3510-4938-9981-da355972eb07,my phone is restarting continiously cant do anything with it just bought 20days ago 
c810728f-216c-4365-a770-d9721bcfcf76,very bad quality product do not buy thi if you want to save your money
d317a37c-e892-485e-bf47-40e81d27b6b9,worst product
c2c271b8-2c4c-40c3-95e6-c4f829d87075,it is 27 it is 18 dont buy it and dont appreciate these products flipkart
622929ec-52b1-4c3a-ba8c-044b55dd622b,waste cycle dont buy it please waste of money i bought cycle but 2nd day that the chain was broken and there is no installation waste cycle poor quality pls dont buy this one
13d9795a-1658-4f63-8057-4306bc61bbaa,good
ee24ce44-bfc8-496e-b729-a11940d42dd2,so nice
c38997e0-b8ea-46df-aa1f-6e881cf129b6,very small bands quality not so good
bf37059c-4ed7-47eb-8e8e-ce8cb2f81631,product quality is very badit is not getting proper fit to 42 inches led tv as it is small in sizealso not delievered as per mentioned specificationssize is small in cm against mentioned sizerecommend not to buy thistotal waste of moneyinstallation is also not included
a5919386-65e6-4855-91d8-eb4a06d506b9,its working good till one year ie warranty period then water pumping motor stopped working
ad5b0d5b-705f-4341-bbdd-d7233d3fb616,display 55battery 45performance 55design 55value for money 55product is good delivery is worst 
fec57cc4-23b9-4528-82d3-6ba1420fd229,its very dry
64723d3d-83db-45a4-bfce-dc5416dd43d4,super
50d63ce9-774a-4027-895c-d9ab13f30b93,wifi range is too short and above 15m distance net speed going too slow below 15m is good speed both bands24g5g
7e165e9f-b1a7-4a36-a739-299ffb1f16c7,too much heavier
c2fb4259-5b12-4cdd-8ff0-c2d5ec9584e8,according as a tablet camera dissent but performance is amezing total value for money
b9e2bd9e-7c76-43e0-a0f8-3867f1290b5d,this laptop is overall worth for money performance and speed is very good but audio is little low otherwise your for your money 
c551230b-7d69-4b3f-90fa-ecef3a2f2b0f,so dirty ball
6e7e9f5b-829e-460f-a532-a64e41855130,quality not ok
6133a86c-431e-48b1-b369-ce9e77a7725f,makes shuddering noises at night
8961a7a4-c48c-44fe-9cb4-a0c97c7fb511,good
0b00c7b8-7320-4e66-bdf9-4f3efc9aec2d,speed is slow
269e9335-5311-41dd-9deb-cae2462fa040,stopped working within one month of use i will never buy a bajaj product in life
5c9ded81-ef77-48c7-98e1-145f6a1eddab,very loose not adjustable my foot
55406db0-e22e-45ff-9d26-8b135f91092e,light weight and comfortable
20a8bd9d-e6a3-4f9d-bd9e-902ba5014146,superb
555907e8-8760-42fc-98c4-adbc2595a88c,nice its good u can buy this
ee288204-1cb9-4bfc-99fc-61c492683d7c,not my expectations the cloth just okay
44e766ff-9990-47d1-8e0a-48dd2bb8d9b6,nice build quality and very small in size am happy with so far recommend you to buy a carrying case with it 
7df7348a-0708-483b-a9a7-100334a71eee,product is nicebut delivery services of ecom express is just horrible
10ac0555-9bc4-4853-858f-f9eaa2d9f2ce,a very bad experience for the first time with flipkart
c15439fc-dd4d-4749-a263-d5aaa61ff07d,awesome product
59eef2b9-7d83-4caf-86f7-55b2c323a53c,this ball is good ball but stich broken
a5e9a493-767a-4d5b-bec6-d48bb9c35cda,nice
4cd3154a-abb4-4e43-854b-f54e98321a9a,good copy speed
12acd9b2-8530-48ce-8226-1ef34750b6e3,worst
80fb2ce9-f1ae-4d1b-904c-8f53941cb344,no connection its bad product
81ce4638-e944-46ad-84d9-7378a50d4c32,dont wast your money
8408173c-de59-488b-9ec8-a865687bdd55,bad
f2131d69-da4c-414f-8b10-5d0af08be4b7,unbelievable the product by hrx is stealing all the attention whenever in public worth buying
083a1630-697c-46e4-9d16-e6ada7e83f6a,comfortable
e66e6531-4e7e-479e-a501-9aed2a6f73de,third class quality
b93291c4-27eb-4c62-be03-fe518601b38f,poor quality
9119c8d4-d0d8-4add-8f2d-c0b7d8d40003,its good laptop
621f3992-7702-4c93-b6cd-7e451209d1e8,good
ec329235-2840-49ef-9269-d31e0d74b849,not compatible and flipkart wont resolve the matter loss for me otherwise a good product
e5a5a792-2802-476a-a246-b85f75eda1c2,nice one
2af28981-ab47-45b8-b40e-6af663193168,cricket wicket
f5547b28-e8c8-4e9a-beb4-caf203aafb42,worst quality it will get punctured easilyplease dont buy
a451f993-69df-4b51-98c4-ceaf32be9b1d,not good cameralcd screen is very less in sizephoto clarity is not goodwaste camerathere is no cancellationfeeling sad for purchasing
4e1c4c22-9bf8-4d77-9b6c-67b95cade369,bad quality its not even smudge free
15d2de9f-5c2b-400a-8435-60b34f36ee7f,waste
606ae6fc-b291-452e-980a-37c6fd6673ba,like
58a5061c-79b6-4027-9288-d9fc4fe839c4,slow performance
4a14557b-2da0-48d2-92ac-52e8e9cc42eb,it is leaking while shaking not worth
8773f695-2dea-4fb7-b264-5717844e9415,not like this item
75ab1958-406b-4c3b-a5b4-d5b41e974c5f,battery low
d5d99502-48e0-4278-85f3-0137a850af63,not good
90fde4a3-3025-45ee-a374-13de7c731b93,very small size
f7bb6fb3-4ee4-470a-8cdb-7b11a83de814,so bad 
e56678d0-8c6e-4173-95bc-dde8846f74be,this is one of the finest headphones available the noice cancellation is out of the world its like you are sitting alone in a theatre and its just awesome just go for it dont think twice reviewing this after a month usage later peace
c054fad7-4bdb-4842-81ac-845fe1d42cbe,it is not leak proof
d6e6454f-24ba-4373-b2ab-84aa3ff973cb,very bad
feef8a10-646f-46ab-a696-89479229d5e1,super fast
dc5efdb6-4cd5-4c54-9d67-2589e602b76a,very good product using for my mother she feels very comfortable while using it
4915aaf2-afd7-4335-9eff-43b624629435,not useful
9512b9a9-e8ae-4eb5-abcb-dc46a8387a3d,nice sound quality have bass so nice music system thank you flipkard
009fc514-d274-491d-89e0-e9fae08eb9eb,low base is totaly plastic if it will brock then no option to change it
4d2cc010-780a-49fa-93f2-5bbb7902d816,nice product very picture quilty
6d6bd8a3-80f3-48d0-b346-c6f1956c6eeb,best product
e55997ba-fc9d-4061-8973-6f664da9a0d8,i hated dont like it 
b9e25a86-a0be-4d2c-983f-4ca768af1359,excellent product thanks
d0721623-858b-4d64-9293-83e80fddd51f,very bad product 
802004cf-d028-466b-86cf-933af09eba4c,very good product for gym purpose or exercise purpose
b5d427cd-0cf6-41b9-b052-93d30b42375e,product delivered on time and the installation was good really working good with finish products
e5e267cd-92c8-4d06-8ffc-bc919511f838,super and smooth
bee587e5-5694-4ccb-a79b-1ed74d5d50d0,pathetic product quality filters broken twice within a year of warranty and you have to pay for those filters since they are not covered under warrantyits also a safety hazard it can flood your homeso better not to waste your money on kent products
840c1b42-edeb-436a-8d02-5bc7d64821f6,super quality price valuequality soft
d23b92c9-3596-4f03-966a-5ebfccc8fbb9,good quality
a9deaebe-543b-4950-9080-ad82a2f29397,super
b15a1b27-f48e-4b3c-b3ec-ca3b4d20b5fb,fine
053a78df-aad0-415c-86fd-b19db13d0b85,this product is value for money
07abc7ae-a272-4cf4-af1a-fdd13aa703a5,the worst watch in my life there is a connecting problem
002119f0-1296-451f-ac9a-5deb5184d37d,excellent headphones product that is truly value for money excellent sound quality incredible bass comfortable for long usage as well and charges quickly plus the battery backup is amazing works absolutely bonkers with pc an excellent choice must go for it at thus price range no need to think twice i am a bass lover and it is amazing i can feel the vibration in my head just amazing
84b9789f-e220-4fd3-bce2-580445842aa4,nice
52e99ad9-c193-4a5d-87a2-72bac0e7689a,good product
d8be0c95-6715-4023-869a-26e334be6353,within few weeks brake got broken quality is poor
7ec520bb-197c-443c-a2f1-e52fd9e7dcda,very comfortable i gifted to my mother and she loved it
d5f57fdd-ec12-4a9f-9d31-b469a3259b01,it doesnt workworst thing pls do not purchase
0cb6f8f7-b7d0-4a1e-934a-bf73c24d9c88,i nice product
ad43a1bf-e14a-4eb4-a9c1-0301289839a4,nice very useful product
9c33dae5-2369-4410-bc5d-98dfcd23d745,nice gd prodact
c94955af-13b9-46ea-9f4e-506713608fcf,more then exception nice product i cant hear any sound from compressor even in night
19f2a81f-25be-4695-b6c5-4b58f2e98a44,i was facing heating issue in this laptop
6a501be7-8be4-4f1b-9ef4-397d31cb2527,its a good product
53832f5a-b33c-4112-acdb-3cc2579a5152,not goodi am not a regular user i usually use this once a week or once in 23 weeks still it started giving problems after 6 months it heats up and stops running on moderate use just after cleaning 2 rooms sometimes it doesnt even clean 1room then it stays that way for 23 days then it wakes up from its sleepalso not good for cleaning dust which has sticked to surface from quite some timebetter to use broomstick if you dont have enough money to buy a good one
74dafd9e-f08c-4380-a098-a8997d2a37b2,good product
f9428e59-0eab-4acc-8be6-dafd9b693b1d,the mat is hard and slippery not good for doing yoga or stretching
23f2b3bc-a125-449d-b10c-7ce6e8e2c07e,very very bad product
867967f7-22bc-4bd0-838e-02efe5791fe2,quality is not best
3af85108-c3a8-41fb-9e2a-2719302360a7,default product
22b468d4-8f7f-4dc8-aa0e-7b400e235a54,good product but still sound is not that much loud as we expected from 24 watt speaker
c40c8677-06a3-4dd7-9cdd-09fe05a97d9e,swing button not working
fe29ff2c-a8e6-4122-9857-2a3e6d8773a7,ball cant hold pressure leaking through air hole very bad product
fb37802e-e6bb-4955-9cb6-a2f7f9aad9ef,lakme kajal is loving product
fd010fb9-8957-47ae-8d33-444dca21d964,too small price is high
514a026f-0230-4fa0-924d-463ca1284767,good but not perfect
08dd56c1-1455-4f07-94a5-197382549533,poor quality damaged in very short time
95309752-2a39-4441-85d1-4ca8b7ad3acd,good 
09ac12a9-e007-41fc-8535-5a1cb8ecd221,cloths quality is very poor
aed98713-5b9b-4ae1-b335-f3a664546b5f,awesome
e400f334-30a7-4c91-90b3-29270f29b88e,quality is not best
eebdaf1f-d16d-42cd-a6b7-1eb8fae25946,nice product
01da02b5-89b1-4a9b-8b15-4b11aa0a4cc0,cheater companynot working at all zero star
57ca6360-e58a-4a21-8ba4-6383f417ef5f,design pinishing is verry good
9974c7ed-dc5a-45e0-bebe-bbd4b0a70307,good product like it
621ba5fd-7e94-404a-9eee-cf386e1547c0,osm product 
7d967873-8f30-41eb-b5fd-2ab65d03d046,got this delivered in 3 days installation and product demo by jeeves was done on the day of deliverythis product is the best deal you can buy at this price point considering the high price of android tv offerings from other major brands currently in the market also purchased the 2 year extended warranty by flipkarttalking about picture quality some tweaks in the settings are needed to extract the best out of the displaypicture settingscustom brightness4548contrast60saturatio
a9788f19-d7a2-4414-b5ba-623f1566b808,worst products totally waste of money please do not buy this and also they are not providing a return policy 
28607fc4-055a-4859-aebf-2bc7ea6e5744,nice
37bb8065-d959-49ba-86f9-146ae4027202,very very nice valuable product
b08117d8-ef43-43fa-8058-1223ef789051,working well satisfied product
99b2b102-93ca-4466-8a47-fe80051a186f,good product
f73512b8-0ad8-41c7-9d17-8ef1ce2608bc,i love it
2caf0e5b-c476-42c5-bd32-5c68925b80d1,it works very good you can buy it without any dout
585a084e-f517-404d-a746-ad5518dd750a,bad product
290c2ee4-24ce-445c-aec6-540ae4bbd6d6,grinding noise is coming always
cd2a5aab-0559-4faa-b4db-4281a5abf77e,havent really used it much but its classy its just a little loose on the head and im not confident working out wearing it which is the reason why i bought it if you want to buy it go ahead its a good one but would like to workout in a gym wearing this i wont recommend this
2cdb28a4-0435-48f7-a09d-97ecdf1d04b9,power power problem detective
97816c67-1204-4700-b175-675cc6b6b23b,quality needs to improve this product is good in this price range
4e5bf06e-f990-44b5-a017-ad1899048546,good products
4e2e985c-23d9-4758-96bf-e0f8ae62b73b,after 5months of usage chimney started to turn on by itself and motion sensor stops working after raising the complaint i got to know bought the worst service provider company product they take 15days to give first response and after explaining the problem they told need 15days more for the spare if you need better service try to avoid this brandupdate auto cleaning function stops functioning after 6monthsupdate 1 worst customer service follow up even after 90days after complaint
d1569e6b-b95b-473c-a704-ea7341226a29,good
afa56467-d2d2-4162-b76d-e24dc0ecee1d,very nice value for money
e20cd979-b8d4-4ec5-8f64-1c228a042c24,very good fast charging6000mah battery fullin 2hours 30 mins
be5d9348-2187-4f12-8f1f-3a4f210c4bef,not meet expectation
adc0aa3c-b81b-4adf-bc9b-eba8d9134155,gets heated very quickly
79aa077e-7c00-4c59-ae92-d952957b61df,price is too high
91457f3a-500a-4604-a264-4c122d9a70cf,really nice product from kent best product quick support and service thanks to flipkart for providing product at low price
e458a26e-2be8-488d-88f5-f0bfb3517752,not a good product
a2dee96c-4d90-4ba7-b9c6-58768507ad72,poor quality of power cable
1bceecb1-09ce-4626-a7ae-722426733d50,very good product
cc1df687-88bb-457a-8931-2fc7167cc33f,bad quality product by inalsa
89e1092b-3ab9-456c-8335-0db51265b96c,awesome
e777aeaa-1f21-4ee7-b27a-34683d981c28,i am writing the review after an year the product has been designed to last one year only without issues the fridge has an issue in cooling the down compartment
ee2054ef-509a-4774-aa78-eb54c9cc2b9c,very nice
226212f5-adb6-4fa1-a817-2259d54fb9ab,dont waste ur money
57fd3518-af0e-425b-b4a4-11d3ea508f76,super comfortable in summer
dae55a60-2138-4a5e-822a-f353afd95149,it had worked really well 1month but after it it started getting slower and slower now the speed at 2nd knob is like 1st and 3rd knob work as 2nd and 1st knob is useless i am very disappointed with this cooler
a0f3b0b0-304f-4394-82c4-a847bc44c32f,very noisey
ed19730e-f2ea-4940-9910-5364a08cabd9,good product thanks flipkart
ffb9677b-9cae-415f-809f-3b18535b66c3,good productim very interested this product
7b50797b-a4fb-49e3-aaa8-0fa5e34e8c72,ugly shoes not comfortable
9a4ea7ea-f2b6-4d54-826f-400c8bc6d450,not good
8676e5eb-7486-4501-be6d-97f5b96922b7,nice
efcb899d-6208-4071-ae01-5685c72db168,not okay
c0a9faf4-3516-4235-b587-35ad8be64bbd,good
be143d91-78b5-4bdd-9d93-a7c087991750,such a waste app i spoil my money this app too waste and bad app
90941d0f-e717-45c6-8d6e-ad30f249ea8e,mind blowing sound extraordinary but delivery is not ok
db722228-33f9-4382-b1d8-12a4c8d0d35e,i have not satisfied this product i will return this product
620b1235-cae9-4bf5-85dc-ebe630bec94e,dont buy this product because product quality is so poor
c008dc59-dc41-41ca-b3e4-dfa0ec3bff2c,awesome product i am happythank you flipkart
6e001cbd-d645-4006-92c7-bea18d92aa60,this thing dont carry much poor quality
b4b0fd21-598b-45d5-8374-23bdca084736,slow charging
c7f833a6-6a25-4429-8a88-f6a75986ed0b,great its original go for it thanks fkart
d567f94f-cbe5-4dd9-adc7-94897a991846,good product
55ebabf4-4ac8-4954-8320-3d297ced629f,this is not cotton microfiber clothes
01c472df-f406-405e-8e66-78f375955298,amazing worth the money
c4fae37c-1c27-4d82-bd6a-1ac76e04714d,the device is not good for new user very tough to connect it with wifi and it is not portable at all
fd003511-8a3f-4b65-9fa5-79346ca94d19,vey bad product
530d4657-7145-4d3d-a197-40805d6aa75b,this product is not goodthey are cheaters
28302f39-2235-49f2-b420-ed878669a7fa,kent ro is best but my pipe line is likage he is not perfect fiting so technical man work is not good ket ro installation demo service is very bad bad
96e2c250-78d7-45ee-95e0-da7697192bae,its an apple ipad all things are just great
89f28d07-18b2-479b-948c-a2e146264846,too good
98836b58-bdfa-4ae0-a65c-395e9fbd291b,good
f5a75444-5a61-4b8b-898b-15a7c4348d6d,excellent
61b6ff98-1042-4863-938f-dad6cae81d9f,fantastic
3e9ce375-e2df-4d58-b6b1-b7e89e4445e4,i dont like itdont buy any more
a1466c2f-c0a7-40b8-b502-56c22b1a3ab3,we cant use this product fully transparent
3925eff3-04c1-4015-ab33-ed0fe3d27a68,waste of money and time
dd728ef6-97a1-4f5a-ae5c-5d4ec540f071,worst productafter one wash u dnt want to use itfaded so badly
f41fbf74-7b75-41f1-9072-243af34f6057,low quality
7e8d6b4f-e49d-4354-ba65-48ea2c3c9592,perfect fit but the quality is somewhat thin but nit disappointed because of fit thanks flipkart 
ac443068-2746-4b79-971b-0ba32c813e5b,very bad product
a0e8b4a8-5f1b-45b4-8bec-7a858f5a4c5d,waste of money 
c7db95cf-85e4-416e-be93-31e5fa762248,damage piece
0ad5cc85-d001-4a8e-88f7-7b4fd22e17f9,good product flipkart
992a923c-b857-4e47-924f-996099c74f12,nice
4a90bf34-13ac-4948-b787-72edb99d33da,not goodsmail is over
561e9772-bd92-4b8e-a574-7336050459e9,its more beautiful in person than in picture suits wells on wheatish and fair hands
e88144a1-208e-46a4-8adf-166973f364a7,supper
dda24070-6a93-4dc1-a784-c4b3227333eb,door damaged
5d36137f-9a8d-4a57-af9f-569291504d58,very small waste of money 
3bbe2eee-414c-40e5-a82b-e1a911100a7b,waste product
254e37e4-ba01-4cb9-8943-ba46512c9890,good
5bbc5dc1-c179-4916-ac98-438d35f90889,osm value for money
297f7aa6-3f37-4026-a242-eef3ad66d674,super 
e124c338-27a9-454a-9bd3-cdc693eb9431,good
4e6ecc57-7212-4c16-8901-3f2950f6d58f,not up to mark
4227c009-7339-4056-b42c-8cd26e22eb34,worst material with worst fitting
a3f4ef55-3567-425b-8a76-e010485060d3,thought it was a good deal considering the price point but realised its waste of money lot of chunks will remain and wont make the chutneys fine you have to face big problem with smaller jars not recommended
d9092d1a-8a0f-4b6d-852d-01eabc0a8fff,worst one
13dd162b-a8e5-4edc-8ce3-e37a926ed86f,good product before this i am using studywellok lets see how it work in long timeeach earpiece has a separate box thats really good
2488c93e-708c-4f12-9707-f40a388950af,nice
4ceaaa67-b85a-4411-86cb-dd25a1d338e7,product is good so farvalue for money and 2 years warranty is cherry on the cake
bf22f415-328a-430d-bfde-9ee6edf161db,no hi sound no bass just a speaker
4558f4b3-bd4a-4d9e-a901-43e62b79ef7d,good football but loses air in little amount of time
e2c35a52-0855-4041-b444-054895a979a8,pros1 exceptional sound quality2 value for money cant get anything better at this price point 15993 instant bt connectivity4 it can act as wired headset too they come up with wire of 35 mm jack on both ends5 great build quality6 outstanding battery it just out passed my expectations by a great distancecons1 kinda heavy difficult to use it for longer period of time2 music is heard outside the ear plugs at high volumes actually this stopped me from giving 5 stars
7c975001-a2f7-44fd-9a61-ed9301ca1718,this is very very bad
0e129355-3256-439b-b4e8-89472c48a098,very good products
d28a7ded-4da8-4362-b94a-d725a12b821d,not happy from size even after detailed everything previously
2e6f78ff-8c21-47a0-8780-0b5f8137d4df,very poor quality on callingspekar was too poor quality
534ecbef-8377-436c-aabf-69c3fd3a7928,dont buy
8de7a472-72cd-4a78-b67a-5cdfe48caec8,very nizz 
a6a865be-06fd-4c6b-8aa0-0e48306bdb58,good product 
b5085248-cbc6-445e-8a4c-a6381e1b0c50,low quality dont buy
e5c291f2-1af8-4eb3-bcda-aba45931af1a,very bad quality very poor plastic material very cheap product showing it fr 17k and then discounting it and selling fr 10k still costly as per product received just fooling people in the name of brand third class product very much disappointed from flipkart requested for return and refund on the same day refund request rejected now forced to replace the product never buy crompton and use flipkart for buying
d34004ad-9ae5-4fe9-8791-ab42ff76f426,best quality and size is very well
68921cd9-48a8-401b-8dc3-d1b55dac5e95,nice
19e26e1e-89c4-413a-be7f-78e4dea76908,vary bad product 
f74cd132-4831-49eb-9e83-59002236cbf3,nice fitting
a0a5a0c2-989f-454b-9e45-60849c829679,third class
ba106b68-fbad-49d7-bc66-eec12a5abfc8,i dont feel any think change after using this
9458b1fe-4edf-4e56-92ef-67fe775edbc7,valuable useful
679a3dd0-c740-4f16-afc0-87f06d6d612c,low quality plastic and bowls not value for money
3da5baa7-58d4-4b8e-b417-fdadfa27f2a1,this is the worst air cooler which i had ever seen its so humid in the room skin becomes too sticky you can feel the humidity and hotness inside the room it gives bad smell in flipkart product description they mentioned as wood type but delivered honeycomb type please dont buy this product
efd2f0cc-05ed-4d07-a057-1196da48fe51,good
9f5e588e-b825-4f02-8416-6fe797e61d86,waste of money air up and down is not working as expected if you up it will be down in next 5 minutesits sleepless night if you purchase this cooler
1bf0b74d-a61c-4e24-ac34-ccc0f57f09ec,very good product
3000b851-3f60-4ac8-958d-61eaaadc11d9,no proper size mentioned larger thn your actual sizes
83e66b70-b8c0-4a26-91e9-6122622f943b,satisfied in the end it takes your mental load of washing utensils
6f2744a7-df55-4013-874b-ef2bfaf01939,bad quality
ad3c5376-8ade-4de7-92d7-c79845826f12,good product deliver
7c678d2c-3574-4b34-adbb-1d0ce4db2f97,super bass excellent sound qualitygood battery back upjust go for it 
67c7bf62-ebb2-443f-af9a-32ff2be9c805,water pump not working with inverter
cf52aaca-1eca-4685-8a17-b89f1dc44a88,really good
1f3d62ee-4dfe-4751-b325-94f60fb6cc31,very bad material
85bbe6cf-aeeb-460c-9d7b-9238c41ba1bf,wow super
91337c14-cccf-4c92-a9fd-bcd7f7406564,not productive
16c44179-ad14-4cb9-8b38-0f88da53e74e,i am rewrite my review after 14 month that i never expected that milton will give cheap quality products it is 14th month of my flask but i am facing problem before 2 months this flask dose not working anymore
af21b3f7-6c99-42cd-a02a-d69e753c38d0,i am so happy nice product
7a5deb91-5b7d-4684-9e8b-2bd489c67a7a,waste product completly dry
e24294f3-0ca9-446f-bdda-2a9242bc5301,value for money
1156d0aa-3cb0-4c69-bef7-3fd504f55cab,very good kajal
de9961a5-ddfc-4216-984d-75e9a924b38c,noisy chimney overall not so bad
50d0aec6-4262-4437-b61d-714b74252ce2,wow superb grinder i really impressed very god thank u do mach flip cart
16e33ba8-ec96-48a6-ace2-801e6bd6bfdd,a beautifully designed product i bought it for my parents at hometown they are very happy with the customer care and service provided the performance is great best part i got it in a deal at around 8k
b7b86c9d-d5c2-4212-bea5-18b0492db98a,this item is amazing
cf3bc75f-fed7-4c93-98f1-bf334ea4aa3a,not so good
d642604c-bc5e-4f3f-9952-b3832cfac971,product is defective cheats the customernot giving refund beware buyersfraud
2e554de5-f05f-4d84-a57a-39e2a2515343,sound distorted in some song at 70 volume too
b6eb71b9-51df-472f-b88c-d347bba1642e,good my mother liked it
b6f46da0-bf4e-492a-9473-4e76b0bc0e97,not good
3c98b8fe-0506-4117-ba79-e4627ed89456,not good
3501053c-7138-4e2d-8ed1-9a0e11b250d5,very nice product
afe8b7df-b034-470e-9af9-48b1ad01d92a,not working at all
2659de10-2e3e-4c87-b319-04883b5831e8,nice
a72bd9c3-d92f-42c7-bdd3-d09328f91729,it is not waterproof mascara i am very very disappointed waste of money
39c10398-e50e-434a-b25c-f564061858f2,no channal and no signal this catvision set top box west for money
37fa6fcf-f6d2-417d-b12c-422134582a45,dont buy this product poor build quality fan motor complaints service problem moreover like china peace
57c9b25f-1dbe-4800-858d-d62838b976e5,poor
1d4e7bc9-54ae-402f-bece-d23be134d348,the insoles didnt fit in my sports shoes properly it was bulged so i had to return it
6beb27cf-b783-4e50-974b-517893084611,best product in this range buy it without any hesitation
3cae54b6-9791-4dd3-9757-bec09f65327e,waste of money dont buy
682b85a3-51c2-4527-a007-0a1c1622ccae,nice product
2dbd218f-a676-4d9e-846a-d646e5290de8,best for this price segment
0c97ee69-adbe-45ed-a90c-82e87bca46b3,excellent
57b57bee-b4a1-4a9f-84e6-7630d710d7e4,good fast charge awesome 
29ffd0e4-b774-4bdb-9241-fa7768d6d251,wrost product very bad quality cooler average cooling
3777d407-4699-4d16-9d80-0308a6d55a94,its too small
99bcbf37-32e9-4edc-9373-8a83893d154b,very low quality not work properly
931180c4-f890-4a00-83ed-c3d8d0854c81,good
ecd76abd-dd55-4bda-b2c4-a0c0f10c9037,great sound easy connectivity the pricing is also very competitive do not compare it with other foreign brands like jbl and sennheiser boat rockers lives to its expectations
ae3d016f-44f6-4ff5-b86d-13db12a07713,no lock system
ff2ff5f6-8bde-45f5-821b-904082d59239,good 
6be192cd-e62b-48aa-ae67-c462096b2126,very nice
44976aae-8e77-41e4-900d-247251fd3660,waste product not working this product2years warranty but no reply wd hdd company
4f7e0522-56af-4aad-b03e-7cad0781aaf0,excellent product in all respect delivered the very next day also installations completed the very next day after its delivery staff were polite too very well worth buying you wont regret buying it enjoy the best and purest drinking water and stay healthy always
63999d56-e546-404c-9671-797a176b3142,very bad
6c4f2558-bb65-458f-9988-191f1da6c47b,gud product
64dc7f4f-575e-4059-aa01-dc0d8624e471,bed
540aba85-711b-4668-b907-7fac84199fda,quality of material is poor very light weight and not durable
58773cd0-4fad-4523-add7-3a84ec4aeeec,dont buy fragrance disappear after 25 minutes
618ae699-a1fd-4202-a11f-a85ba9410f73,its very comfortable and stylish footwear
4b355eaa-0faa-42f0-949b-7b3a7bbfd8e2,nice but not good
88479d05-25b3-4f9e-91fd-2554d5d404d2,upper layer is worst and its paper made sticked to it its not moving steadily it moves in parabolic pattern not straight as we imagine for still its not worthy
ce734e6d-c335-4a77-86d7-a01f4975aa70,not working no touch on screen
a90e187b-be8a-4dc5-a228-1f0b36f12003,poor quality not satisfied
b63c6a48-ebaa-4088-aad6-a7e585c4f8ba,the product is not good and the stitches can of the same day
afd4fb67-f8db-493c-b2ee-1bac50ca963e,excellent
f344b1bd-2b39-471f-96fc-9c4c55520265,very poor performance
d0b9208f-88e9-405c-9e4e-89018921349a,nice
8d0ff05f-ae8e-47b4-b74d-d8cde230b8fa,totally worth the money we bought 3 bicycles in our group and we use them daily for cycling i am very happy with this product
37a8d84e-e54f-4a70-9257-6bf986ba3867,super bass super sound quality
7b33e506-6adb-47dd-9821-854d8deb6fc6,body is very lightif you open the door it might slip forward light bit every time cooling capacity is good right now
0f339ea8-f053-4500-8bf3-77c5e988d432,its a good products
fb884df7-a860-4631-a0b8-0fe9c65b578e,good
e2b895ef-5109-487f-bad5-c2453d0d54ab,this doms kit is awesome
9ca99d5b-eb13-4a19-bdcd-0e1b0bfd616d,good
196f5e33-ba03-424e-90df-0796f92120ac,waste product bad plastic used broken in single day
85d8f4d7-3d58-4324-8199-89db1021bedb,tablet is decent for price no 35mm jack is totally disappointment
64b438f0-3c33-4dda-963b-9005cb80ddbf,it is rubber ball
026b5f19-30a9-4695-8161-cff02b66932c,wow good one you can buy it 
