review_uuid,review,sentiment
36a762da-1bab-4c7b-b91d-9a36c0bdcc6b,one egg container missing,negative
15ef09aa-0e98-49ef-b114-f7fef322292b,superb value for money,positive
6964116b-563c-495c-9691-1a413cc991b1,good,Positive
91d74be0-4478-4d64-8766-319c1b99a091,awesome produt at this rangepicture qwality perfect for home entertainment one problem i found while connecting to external speakers there is 5 second lag behind the picture to music synchronization iam going to buy soon firetv stick may be this will solve my problem yes 4k does not support with native player but it may support with firetv soon i will write again review after firetv usecurrently iam using in 84 inch screen good qwality atbthis rangeguys if you are big screen frn this,positive
6b83cd75-68a7-437c-96c3-1ed87f0bc32d,this product was very bad dont buy this product because this product was worst dont work within 2 months dont buy ,negative
206882d3-b23f-48e1-bb3b-5a4010396090,quality is not good,
aa2de98c-15ab-431d-901c-dfd0d5d92e30,unable to connect with lg tv,negative
ce70fd1e-158a-41b1-839b-141b95260153,poor quality,negative
82737f82-9bfe-4707-8caf-4efdaef8b18f,bought a year back and used it extensively during lock down period all dishwasher have certain limitations when it comes to indian utensils but if used correctly all type of utensils can be cleaned in dishwasher except wood iron or some type of plastic s as compared to other dishwashers lg offers much more wash options including steam which makes it best from the other dishwasher available in the market do extensive research before buying any dishwasher especially if total utensils to be ,positive
15d9658f-9216-4d9a-86e0-63b64fcc183a,value for money go for it size28,positive
44fa15de-bba7-4dcd-8785-38212b3ad2f6,nice amzin,positive
f2081825-c326-46dc-a546-e59a7eb6a6f9,best purse i ever have and good service thank you ,positive
2540db4b-9da6-4fc3-a249-d4794648f3fe,good product,positive
a2a278fe-1f18-4165-9b4f-11602fc086ba,best in the segment after 3 months of installation i can assure you that it is a great product with classic design for your modern kitchenits sleek design and taste of water is 55completely satisfiedplease note that pre filter is not included om the package so you need to order it separately in order to get installed on timehappy buying ,positive
ee24a27b-c1a8-486e-87dd-80dc88404c8b,head ache gone,negative
740c484a-ef39-458b-9320-205ea0fd2f59,good,positive
dd5fd192-fb37-48ff-b38b-cdf03fa1c539,nice,positive
6abf24c7-d2b7-4015-97bd-4a52595cb98f,i have attached it to mi tv but sound is not at all up to my expections its just got bass nothing else tried all settings tvs inbuilt speakers are good just that they dont have bass,Negative
238aad0a-fcd6-45ff-9135-090962c19fa9,good product,positive
2af13274-8e0e-4c00-83a7-93a1a6b9bcb6,excellent chimney its look power features function are very good,positive
16b8344b-e9ba-498e-bd4b-e5b14dbabad6,not good waste of money,negative
cb705b2f-d43f-40fc-868d-75b38942d7dd,very bad quality,negative
c895d3c2-6093-4303-bbd5-1d914b8359f5,super,positive
09cfe39e-595e-47d6-8110-f28307a1e7b5,satisfied thank you ,positive
e7ddaafa-24d6-421d-860a-c2663cf928a0,colour is lite and very very bad quality,Negative
459307f2-8b9e-4347-80b5-fa8f6ae0086d,good prodak,Positive
209c5f7b-24ce-4a4c-ab34-db22a862d472,hamming sound hated,Negative
00d1ece9-e8a2-4235-832e-e8eb485e671c,very bad,negative
c844670e-fef2-41b2-9a30-bb80cda3ebad,best product,Positive
9692f990-5893-43db-a537-1b75df6c5211,good product,positive
3c62f8d8-2a95-4787-ab39-f60d83a1514e,super product,positive
3bd4bd51-4503-4314-b121-1f22728143c0,nice ,positive
6867be62-04d4-449d-af15-ec7ba48227c4,happy to purchase thank you,positive
b06220c2-5b79-4691-a425-0c9044b24b1e,product quality is ok build quality is robust wash quality is worst ifb front load is superbbut the guy who came from jeeves to install the machine doesnt have any knowledge regarding this he knows only how to switch on and off in normal wash i asked him for inbuilt heater he said no sir it wont be helpful for u i asked for child lock he said no sir it wont work well i asked for rat controller he doesnt know about rat controller also and finally the worst thing in this installa,Negative
b32f4826-48e5-4e63-9479-524116414099,bad,negative
58617535-ed25-4600-9205-7d7b0371b1ef,very very bad quality waste of money,negative
5a8a84a2-da1d-4381-ad7e-d352c9fc9c92,chutney jar is worst only 2blades in all jars blending jars are ok with 4 blades overall not happy,Negative
1c3208bc-6525-4dec-8957-b722fca680c3,original product thank you flipkart,positive
4d69c566-f4d2-49ef-a470-6c1364c6cbeb,very good tv it has very good picture quality good sound quality only if you watch dth channels but not good for 1080p action movies viewing angles are also good connectivity options are good if you find my review helpful please hit like button,positive
58bfb4e0-2585-40c5-bd81-a1e05da91b97,good product,positive
4cde20c6-384d-4a3a-af39-8bc28d3c5f5a,good,positive
c8806e15-f6e4-4210-999e-b9a4c0abe0fa,useless productbe proud of your height,negative
adc83afc-1f29-44e5-8840-78a39398552a,good,positive
1fe4632e-3a80-4f8e-81df-831526eb9958,nice product,positive
da9c8e98-383f-42dd-a2ee-615e612330d2,nice bat,positive
e52afe86-8e54-42ba-8f1e-dd5295d922bc,fine,positive
fa095a7a-1532-4e0a-a146-0579189dd877,nice watch very decent look,positive
e1553a4f-f996-4af7-a255-7caf4587b777,very poor product rice gets half cooked and attached at the bottom,Negative
f32e0743-d95d-4223-a823-449b7f7e30ff,making pain on toes,negative
4788bcfe-23a9-4d36-beb9-f9d6047eb6b7,dont buy it got broke because i put the hot rice,negative
fa5fafd8-8075-4486-af96-db3ab4167791,good,positive
307b76b0-3c0b-4211-a542-860251eede0f,bad proudct,negative
c2d8ea44-ef67-4597-890c-c5ad34bfc121,product is good,positive
77945aa9-839c-4b24-9fb2-4c83fe5f24b1,quality not good,negative
8f931255-a819-49f8-8b34-e39c3ebf15ef,wasted money,negative
f69ad7c4-2e40-4e53-8869-27cbe0ee462c,thard quality,Negative
7a0ddac2-b36b-457f-9b42-7b1108ef90a6,very nice product bt after five minutes of use there is some hitting issue bt i think thats normal epart from this everything else fune thank you agaro for such a beautiful product,positive
2d160577-dfbe-454d-860a-ef14c236c33f,very nice product,Positive
0a2589b8-07e0-4cdf-86d2-58179d7e3f21,nice product ,positive
db3b4ca0-b711-4a5d-bab3-a35903ad97bf,very bad lot of smell coming and motor off soon soon no service support,Negative
3aed1906-5323-4d1d-b52b-babc73929a2a,very bad product,negative
fa1e702e-6d80-4d2e-b2dc-5613e9e28f9f,everything is as per descriptionhoweverwater only lasts for 1 day not 3 days,Positive
70628b0e-fbc1-4a33-ac5d-4beb95f38892,i gave 5 star because it is very useful,Positive
20d71f90-2c54-4720-816b-ffb213ee6d9f,after 2 months of use i wasnt able to start on on the the soundbar without when it is on charging mode which is a lot disturbing it isnt starting unless its on charging mode so when i am not on charging it is unable to start pathetic product,negative
70f6ee76-21d8-4931-b837-0de97b2a3b1b,battery backup not so good ryzen is very good comparable to i7 10th gen,negative
e8759f1b-1d24-4b9f-abfc-b9620da031ae,very good,positive
8a7ed8c6-2831-4c8f-913b-e23ef4098c44,i bought this watch for myself watch is really beautiful and almost has all the featuresoverall product is good perfectly working also sound is upto the mark and can take calls easilythe quality is more than i expect,positive
35d29ec8-7647-4cb2-835e-97ac1382aca8,good product,positive
f215076d-174a-4084-a679-9eae4bbfb018,good quality,Positive
ff3f2556-3181-4787-b28c-a1fc17f0f7e2,i have received today this product but fm radio is not working so plz help,negative
fdd81257-8413-4b75-bb92-cca28c8fb96e,great workingmust buy,positive
941cbc05-ab55-4f7d-b2b3-40e580a9f9f8,pros good video audio quality remote works great for the tvcons netflix primevideo is not available to download in this tv very small list of supported appsoverall i would have given 5 star if netflix primevideo would have been available on this tv,positive
c504c954-8479-4958-a0c9-a94d145a77c3,flipkart is awesome thanks to livpure for a better water purifierthe service is good from livpure its working good as of now,positive
c7e4a5de-1408-44be-a858-a5a65f8c073b,this ball is bad,negative
55e9aec8-86de-4c9b-a6da-e0cdd2ec9493,i hate this product waste of money,negative
919d39af-c3e1-4b16-be19-6a7726da9fe4,no cooling,negative
e1748223-4192-4d7e-8e0d-7c0d92e73ec0,nice toy kids loving it,Positive
f42caa95-302a-4d9b-8c8f-dd3df349de06,low quality ,negative
739a46ea-47b1-4412-ad0b-280c08017801,battery fault,negative
a651630e-3557-41c6-93cb-03be499040fe,worst product,negative
a9137c21-4887-4bb4-a189-895620ba8569,after return policy completed product has water leakage problem,negative
23c7a972-e394-4834-a075-e91650cce937,worst product,Negative
8d037f7a-bffe-4bad-af50-701816716419,good price,Positive
8b1480cb-825f-40d7-ba21-1c208228057e,low quality nivia product,negative
14c1afcf-f9d7-413f-9cb1-e788fa7e149e,not good,negative
de21a89f-8979-4b93-8545-dc52fa8190cc,quality not good,negative
cece545e-41fb-4b73-bc9e-9be3862fd276,useless,negative
bd9279ca-48d4-4351-91a5-2e2db5201c6f,amazing product i recommend to everyone buy it on offers ,positive
e6f57366-98c1-4cdd-9547-78a7b59b517f,not fit for my printer hp 2130 series,negative
5bdd6dd6-e25b-4022-909a-9cd094a1676c,good,positive
dd44a2b6-3b7b-4274-9f24-fc323467d2b3,beginner good camera,positive
380c3bb0-04f2-4c36-add8-a8f03518ab09,super,
227beedf-5669-43a6-8d54-369d93590f10,it is not working,negative
fba65755-18d3-4d1c-a76d-8bb1618f12ac,superb product fantastic,Positive
0121baef-a31b-4d27-94c8-c41d0974b430,not good it cost me 499 low quality,Negative
6db8ea0b-38b9-4ce8-ac62-c28e81786b6b,nice ,positive
97c4700b-604f-477b-91fc-431f6109fb12,works like a charme ven if you have a smart tv there are some extra features which makes this gradget really use full,positive
e4f701b3-874c-4c68-8e32-b51ccc6d649e,good shoes,Positive
18de823a-165b-4322-bdd0-fc8ad576620b,product not working properly after 30sec it is going to cut off then we cant start the machine immediately its take 15 to 20 min time water temperature also not good its like 40 degree max i try reset button but no use i installed the machine but how i return the product,negative
c051115f-8540-4c35-9341-9b528219099a,best ,positive
b21e42f8-e668-47f2-b3f2-5c30553168dd,it is best for student,positive
0ebd920c-8cf0-4e8e-affd-6da0b119c870,shopping small damage and this product money is so high,negative
4e82fe56-8a4c-4332-b9fe-4e0b8984a82d,nice product,positive
8c8518ae-ff5f-4383-b261-7d50f524e53c,total waste producti suggest dont buy this product,negative
9b21d433-3eb9-447b-97c0-17e4a627297c,the driver and the agent said they cannot come upstairs to drop the fridge unless we give 100rupees,negative
ac305f49-591b-4f93-a12a-ce0fe0bb98d8,good,positive
f9695edb-f392-4c33-a14f-5d603b7e5d10,very bad product do not buy this is just worse product ,negative
4b0ebf69-f615-4611-811e-2f5d6c0d8517,very bad product do not buy this is just worse product ,negative
4ee1f404-140e-4ae5-bf4e-75482dd2bf66,good,positive
545acd80-0343-42e6-857d-4d4d952c8d33,nice led functions are damn good,positive
eddeccde-3e87-40ce-b172-ce0f1bf2857e,awesome product,positive
387eaabb-d170-4fe2-94e3-62dbf27fbe8d,super,positive
aed2623c-f16f-42d4-a2f0-ef9e2edf2c7e,not completely satisfied air is coming out after 3 months ,Negative
a38a22e5-a525-439b-9d9a-49461715debd,picture quality is good overall satisfied for the quality at this price range,positive
40a6ad03-2616-4e50-8e52-6a3dcc3dfd01,very bad product it cracked in two days,negative
e9ab7d83-0ba6-4b00-b989-d7d7f77d4033,very low speed,negative
163e7a0d-914b-4f81-be05-b4d9e7a83727,i got empty single paper also not printed worst experience before i brought came with full,negative
7141061f-4cda-4ebf-9623-bd3ecfbf3887,no fragrance at all worst product,negative
c7842f4b-94e9-4271-9a2d-272c4e49368f,canon eos3000d video playback audio is full muted sound problem audio is not working,negative
333567a9-48f8-4ef1-ad96-3f219f1feb36,nice,Positive
8ca4c09a-cba6-400f-b359-bf7f8bdf8019,i used one day the bat was damaged at handle part dont buy this product waste of moneythey didnt accept the return alsothis is my personal experience thanks,negative
b84e73b1-423b-4f88-84f0-c32d38842d66,good go for it,Positive
0ed084f2-508d-4b44-93e8-e95f2b344553,good,Positive
b1fc0ebb-cb8e-44ad-ab8f-0bb39abc9bf2,not good,negative
6d53e3b8-cee9-408a-b3e8-8b8347ed6c59,best products as a value of money,positive
2e0f1e29-23df-4dfd-888f-3e8abc853431,nice product,positive
39da954e-4084-4eca-adeb-13df0dbaebb1,short is missing wast of money,negative
d4f72dda-afad-4785-b72a-dd20d765e94c,it is very small and cute i liked it a lot ,positive
2b9ccad7-0d1c-4f50-9ed7-cd2a73f92048,good,positive
d02c27bc-cdc9-4fe9-a46b-9ff62e907efc,nice product,positive
9bc73434-0246-484f-ae63-f549790703db,worth of money aowsom packing and fragrance,Positive
45495b31-0be5-4d1a-8a46-7c977e91fe56,good,positive
9453a0da-9ee2-45a5-9526-b5b004a356b6,best productmore better is the guy who had came to installation giving proper demo of machine how to use also show water level which was perfect for every user,Positive
c7b64c13-0cff-40d9-b412-a778627a36ca,very very bad quality,negative
1bfb29c5-3cac-4035-9c2f-2f972e130989,worst product i want to give the product 0 star but there is no option to give so i have to give it 1 star when the product is delivered then after 10 minutes i started using using it then suddenly it broke so i request everyone not buy this product,negative
93536707-fa9a-4600-8a2e-6f6907a86a12, good,positive
f10c5cd0-445d-488a-93f6-cced55ec1a33,very good product,Positive
1b5e93fc-06bf-4bc1-a28f-5c5131853595,no quality within one year time it sound changed smell came today it stopped working,negative
426725b5-736c-4731-8207-d899201f4c12,it think the bullets z has no basses havenbut this bullets z2 was an ultimate basses i luv it,negative
92bfd586-6960-4ace-a743-bcf40b86a477,worst product over noise power cut off problem compressor not good performance,negative
677211a8-c890-44de-b4bf-227f6381b8af,adopter is good but worst charging cable,negative
7582e914-dc9c-4df7-92e6-c0f4e4ce2cba,stopped working after 2 weeks,negative
7b306be2-4db9-49ef-8360-4578c0da2a77,it can convert your simple lcd into smart tv it is very useful and very easy to install,positive
87517f58-cd63-41da-a9ca-22bc405cc145,very useful product,positive
a0597aef-325a-4ac4-bac8-2fd9364898d2,really good satisfied,positive
9547d5c8-7a48-489f-aba2-09658fab7cfe,nice product,Positive
c2ef0ba8-0d83-4f09-b451-71229780e118,nice ,positive
bb3b0d92-0bb4-4c16-89d2-215d263cd205,surface is very rough and hard dont buy if you dont have football shoe,Negative
0f4639f9-418c-42bd-bab1-e4184270d2b1,wonderful product,positive
bb45c314-44ed-44d0-87d9-735fd7ea7cbc,too heavy cant kick this ball in the air for long passesmy experience is not good with this,negative
e96aaa68-82c7-4a77-862d-9941bbeaad72,suction power is too low,
b6f9cbf0-b311-43bb-a68a-93326b86b4f9,quality is no good,Positive
0de6fafd-95d3-452e-9603-d583bef32b54,superb hai,positive
33e33a28-67d0-42dc-9f73-833714b72193,remote is not working ,Negative
73efcd80-fe36-456b-9060-80fcecdde1ae,sounds like fm radio so no one bay this product west of money,negative
34b931c8-7f62-4cb8-8232-b766679cb397,very good,positive
f0fdc8a1-b74a-498f-b0d2-e207ea1a866e,very bad quality not working,negative
a9d006fb-f6c6-4e9f-81ff-c631050aac4a,water leakage problem near tank and body joint and heavey sound,Negative
4e6a20f7-1a3f-4c4c-b13b-665da4b810b4,very nice product,Positive
94a82be6-8ba3-4554-ac9b-53e5f4e42d4b,definitely the best if your budget is under 55k i got it for 52k during the big billion day sale i thought of going for hp pavilion with ryzen 5 5600 which is better processor compared to ryzen 5 4600 but the hp pavilion design and keyboard colour looks dull and unattractive i am very satisfied with this laptop everything is fine till now i have been using it for 5 days i will provide the full review after a couple of months battery is good considering a gaming laptop gives me ar,positive
06252a05-aa86-475e-8b5b-2df0411c8285,best,
b21cfc5a-39cd-440a-82d9-8c2db4c40ca8,original product good packaging and fast delivery,positive
83076b36-94f9-40b1-b4eb-ac76bacff1a0,nice product,positive
54ae3324-0a92-40ad-b213-11aa2a99314b,product is good but bluetooth connectivity is very bad and delivery in flipkart is very unsatisfactory,negative
0d88a0ce-8efe-47b5-a458-3a61de1ec438,too bad fraud flipkart,negative
8b5aaf4b-8411-481d-8084-f6929d60c10a,good,positive
34c82c62-8ce7-4daa-b78d-f2d4695037e8,worst product i ever had broken down on first day,Negative
c5c80682-6aaf-4b79-bf9c-2a67a461567f,worst product stitching not good just stretch the product thread un stitches waste of money,negative
ca1a136e-9b4b-49bc-b4d2-3890a969f0ac,the body is a little flimsy and after a period of 5 months the usb port will stop working,negative
5d5e4713-617e-4efb-affb-2bae8055da33,i did not like this product its fan doesnt work properly the engineer comes and gives false hopes to my parents and returns back anf you guys have cancelled my refund this is ridiculous this is a waste productjeeves and flipkart have duped us big time,negative
20e41e6f-30ca-4475-92f1-1750a6104453,this is my first dslr and im very with with this product really good thanks canon and flipkart for this good deal,positive
a6827001-5b0c-4000-9ca0-65a2eb7a556a,good but not too much good,negative
cf26f076-4c4e-42db-88f6-3b25e4439660,very bad product,Negative
102a4044-d5d4-4f9d-8fe9-359e0e96d05a,waste of money,negative
2f844837-1260-43c5-bb48-e92a07201a9f,very good product,positive
92ec0864-a2d2-44a7-ab24-4f92ad102693,meeeehhhhhh not worth it,negative
f0efad79-4009-4081-8da5-2cab077ac3a8,good,positive
14215467-1ceb-43a1-bb54-9190b6ff9134,value for money,positive
8e19a3ed-4d5d-46dd-b110-be5342f88e9d,looks great super quality,positive
83f30144-ed94-4563-8c88-300e74ee2285,nice,Positive
4321f495-eadf-4342-99f4-b199ad241955,bad prodect,negative
38e0c6b5-77f8-4c3f-b13b-bf838287e96d,bad product,Negative
2284ade1-aa74-45bd-983d-a5574a37ae7d,very nice,Positive
6bac4812-a20a-4aff-b16c-120f694635eb,good,positive
d68c8846-6925-435b-a066-2199bdf976de,good ,
adf9a343-2ab7-4060-a83d-07b4d1cd9190,defected part received may be defect during transportation return request accepted by filipkart that is good,negative
d5d2e525-7cf0-4dd9-ab90-82628fc54ccd,good not so best,negative
11025e37-2307-4f1e-9d0f-83aa3340f3b6,worst ball aver,negative
e944e8ae-1c11-40d2-91c1-8375f43508ee,too much bad odour comes from it not working well,negative
6805f2a7-5940-48dc-9350-8714c8679ac2,worst there is no two bowls and cup,negative
bed85c9e-aa34-4f86-b9d0-793b0178bc85,shot mal,negative
ea46db8c-30db-47c7-ac85-9664a356c520,device not catch voice properly,negative
325ffda0-7d11-412c-80bb-aa660dcac855,nice,positive
73096737-5c50-4831-a149-e6193132dfa4,these google chromecast 3rd generation streaming devices saved me from retiring two of my outdated tvs almost where ive spent nearly 165 lac inr on both thanks to hdmi based casting technology and devices also these streaming devices are cost effective in terms of buying another smart andriod tv which will be outdated with unsupported os after sometime shortlistingi went through various other brands as well and choose google chromecast considering its longevity of support ,positive
b8efcb6d-e27f-44e8-a790-c066562ab7f2,its a good,positive
a88abf1e-23d0-4891-934b-d6f581f10101,fan is best,positive
a7b3a760-ebcf-42e5-92a0-365d6305c80a,coling is best another cooler,positive
de61d783-36cf-4a4f-8c4c-2f5904d7dfb5,useless product,negative
d2929550-5550-4f4e-9ff7-e851ee0e9c3c,bad,negative
a8972259-b020-4e47-abca-7c2d6fdc1b54,very good product,positive
900c04b4-a735-47c2-a840-c18c044b356c,good product,positive
8cc950e0-b5d8-44d3-9ace-320268d34db7,very bad ,
a89b0fc3-0a01-490e-a1f3-6794530006c2,everything is good ,positive
91c181de-c916-4a34-aa27-b9b46ff5fa3e,quality not acceptable,negative
e3cd77aa-41b0-4b6f-9340-458e410fffed,good product on time delivery,positive
7dcd69a3-395d-43d5-a780-15f1220ba34f,worst product,negative
b8a90425-6184-4157-bcc1-0698fc6e5f20,bad products,negative
bf3956af-af7f-4af4-a788-6bc587c32512,my fvrt clr awasome,positive
592eaf97-14a6-41d2-ba59-69fba668d99f,if extra steaming bowl is given its superb i am not received so now suffering a lot after taken this product without extra bowl,negative
9c34798c-2daf-4814-8f90-ca731e47de63,awesome,Positive
238f2697-80e9-425e-8196-03a44bc6789a,not expected type,negative
0ff2174e-7f5a-4f03-a174-399ff99c2783,worest product,Negative
078d910f-50e5-40e8-b6ca-09c8c5757122,very good product ,positive
5acd87be-3980-40ad-9dc9-910f4fcd1519,good product we are using per day continuously 2 times 3 months no problem no sound and but one think coconut chopped is very show upcoming update model requires fast coconut chopping machine speed ekart delivery guy is very professional,negative
34a420ea-dffd-42d8-a812-7381de0d95b6,value of money ,positive
4db553a9-ff6a-457e-a604-b036227e812e,low price tnq,negative
92b6a4ce-1de8-4640-a8e9-26190b140cd1,product is very bad,negative
5353ee33-fbaf-43f0-90c1-2d21992e2c96,super,positive
01cbfd7e-8b16-4984-91e4-554b29d919d3,very nice 7 ya 8 years,positive
47425fd5-bd3a-4e27-9169-79ae554b0e28,super product but the sticker quality is some bad,negative
37cf848f-2347-4ae9-82d5-e0a82afb000e,very bad ,negative
c5726115-75df-4f82-bcd4-c578af79be33,was not expectedto loosedefaming the name of hrx,negative
eaca981a-c56d-4d17-a459-d9cf194f3d27,not bad so good product,positive
f99038cc-66f8-4ffa-ac2f-f4057f3f7a69,good,Positive
360dd1dc-6d81-4fff-8d8d-58755e2716d2,doopleket product,negative
f8f1f822-d977-4680-9d0c-e2b3b2117882,good,positive
67568100-d4cb-4202-9cfa-5d443b35d7d5,not a good productdamage rear tyre ring in 1 month,negative
21a47fe3-4225-403b-8ffc-09a501b2786b,lid jumps open while in operation risky product not recommended,negative
28e4d70a-ad0c-4e9c-8cbe-541cc2e06052,worth for money,positive
69667729-9d8a-4559-9adb-4ba8c89be7af,one is not fitting in the mop,negative
26c46c62-938d-4c93-9f7e-3163015a7568,strength is low,Negative
d1f21885-ce02-4cfb-b2d7-c784a9e5aa3e,good one,positive
21a01932-4346-47d0-b4e9-08c8a9a1d9d0,automatically sound decreases,negative
48ac9af7-a80d-4d25-9330-d87ee747cd1c,value for money,positive
4ad5aac3-7631-4f93-92e2-9f74dab9ecb2,dont buy this product is waste of money,negative
f922a5b1-67f7-46dd-84f6-de03e8c7d9d2,wasted,negative
22f616e4-d9d7-4944-ad9a-f076e92f9a91,very bad quality,negative
f84038d0-9f5a-4db0-a3cc-8ffa9058c972,happy,Positive
990f13f7-1a83-40f2-9baf-141b63d7bd45,nice,positive
26baaf65-5875-4cfc-8f51-48aa35368186,charging not working,negative
cd4aa585-40f2-4dba-b390-1dd9335d18b6,just bought it on flipkart25 days agowater leaking from sidebody is too delicate customer care not responding,negative
fe65e42a-9955-4d8e-8a01-01616d2ad3ec,nice,positive
9d7a9f36-ebd5-445e-a22f-9725b624c088,nice product,Positive
ae3b1d0d-4edf-4cca-ac89-8436cdd6a9fa,singer service is best,Positive
bf2c7617-801d-4cc9-847f-8c274c29287e,good fan,positive
173dbace-5791-4702-85bd-9705080e2339,nice good working,positive
310bef00-4f62-452b-96a8-319e5ebf309b,good but no cotton,Negative
3d8fc3e6-07a0-46f8-aad7-807e5061e6cc,leaking air damage very bad product,negative
e0961c7b-f6d2-4592-8d58-e647b1f399db,quality less,negative
49434d86-23e8-4d56-b8ba-6146d539ad55,very tight not satisfied,Negative
a382e5d3-773f-4d20-a0cc-35b591f13eda,bad quility,negative
51911a10-0814-4d8f-a4cc-6726786b9c9a,this is not a good product,negative
3cd16e17-4d8f-4347-9671-3627c99904cf,good,positive
2f3e2f23-a895-4a90-a2ea-614aa069864b,very nice,positive
e83c3d05-3c6a-4e39-b2a5-dc373506bf91,low quality,negative
8118a923-f1e2-4240-92b2-f4eddeab2778,waste of money no installation will be done on this,negative
f96ba59b-c59e-4f0e-b0a4-2e21c8d9ff2e,looks pretty and good chamber light is not available as shown in technical specifications by flipkart it is disappointing,positive
af040c9f-8bb7-477e-ba54-4a35bd63d64a,low quality,negative
9af9501c-0114-4eaa-ae43-eda14a28534b,very disappointed with the product,Negative
d5ae572b-1f5b-4051-97dc-7add6461bf1c,not comfortable,
b29d2ab7-ab77-4378-80f6-2a52313d09ce,very bad experience,negative
50dc4d1f-4837-415d-93eb-17f0ceb1abb6,very good product,positive
0a27f833-92d2-4e16-a623-245d00b03d73,good,positive
b53eef6f-a68d-4fd2-bf94-60f035e57234,very poor quality,
787dd0c3-caac-423f-9ee8-e25d71775464,bad,negative
08d7f18b-1c18-493f-b4c9-e2955dff130c,very poor quality product it has very strong smell and it keeps getting rolled waste of money dont buy,negative
5571fd81-81b9-4e25-87dc-33b157c7b4b0,kwality not good,Negative
cdaab1aa-653c-4da1-a2d8-6d2e56353c01,no best,Negative
477b19ab-afc0-4531-aaf6-6b32d6974bb8,good product,positive
b1af0b59-630e-47c9-8182-3aadefe7b5a2,very nice laptop,positive
16920474-bcad-48df-8109-99d5d8147656,overall good product cap is tightear plugs and goggles are good enough for the pricesatisfied with the purchase,positive
6d1bd146-1c27-4739-b707-a7b3da11a3eb,cooling air not good as expected,negative
78757de2-7a8b-4cc9-801a-1736ebd7e19a,good one ,positive
035020eb-b63b-4540-a993-8e23209726c8,faulty product,Negative
4cf5f743-d264-4b1f-a0a3-95c40902ec32,leakage problem,negative
dd85061e-93a7-4ec8-ac01-034ccde79917,very bad products moter is very bad,negative
46115f4e-efc2-4dfb-a9ae-2b58d6f623fe,suberb deal,positive
65e28501-053f-43ca-8ccc-179162ffc429,nice product,positive
534e8350-89f9-4d18-8c48-2da3b3553654,good,positive
c3d5bd49-d572-4a66-9fed-895b2db831f0,door is damaged from inside,Negative
90ed28c6-5f61-4b3f-bffa-ba8168f38a97,deep black and durable kajal very good,positive
47c9b5a4-5bc0-4ee9-b9ae-924bc321858e,it was nice but broke down soon,negative
a9fc3ba1-30c7-41f4-9459-17a8d8c1116d,god product,positive
377011df-137a-4862-adc9-c9cb2bbe47b6,good,positive
b4f587fc-4c94-4a56-8d16-38003792bae4,the quality is somewhat poor and this we should not use on the rough surface,negative
76dbea79-5995-474c-b630-241c48391275,received the cycle on time looks and feel is good technician came on time and properly assembled the cyclealso i have received 3 months free diet plan from cultsport app the dietician provided a detailed diet plan and excercise chart really helpful will provide a detailed review after 1 month of usage,positive
e43d7943-c3f0-4da8-9ffb-de5989f05d95,good product and original tooi prefer this product for mainly who are having samsung galaxy f23 5g,positive
1eaad931-74cc-4b0d-b9d3-22c207ee2602,waste,Negative
0ababcb9-f99e-434a-b26f-42bc9bf0ae2e,not good,negative
ba847884-4382-4ff3-b8ad-79b50f4e300a,wrost product,negative
5ae2645c-ca5b-45d0-b0ad-237ebf7ebe91,bad product,negative
2fcfa87f-5818-4771-9a48-f71bfe73f0d2,quality not that good as expected,negative
ebfebdea-a5a4-4576-8929-520c85acb1ad,nice product,positive
05e94de8-f4b3-4cdb-8343-7c0f068495b4,not working,Negative
3b778550-019d-4870-840f-261a2f600a0d,awesome product ,Positive
fc1f2e28-56cb-4ea8-8875-54ee794e241e,awesome,positive
93c23d1f-ecea-4116-9c1e-540e2a979b7e,since can not create pressure take lot of time compare to other cooker cover is ordinary no lock found to make pressure,
3b718a24-66c5-4d31-bccb-77e1748dad07,good ,positive
0caec4ba-142b-47d8-9ccb-a6efee3383e5,when i transferred about 700gb data form seagate expansion to this seagate one touch hdd the transfer speed was above 100 mbs but after transferring 100gb speed gets low to 23 mbs which took approx 7 hours to transfer all the data,negative
53569e49-0074-4c27-9195-c4f02195d93a,very bad,Negative
6a636c31-e242-4ee4-8dbe-fb1b989e9a95,im not satisfied with the product because bass too bad performance ,Negative
c613c179-6b3c-4436-a567-bd3cca3e0c55,the product looks very attractive especially the colour its working fine too great coverage,positive
9475b718-c976-4962-bbed-779a8d5bb014,nice,positive
88d02599-b4c0-4b3a-8348-3630c89c9981,very bad quality waste of money and time,Negative
e23915a3-afb8-4e8b-bb94-d46f868c663c,colour was faded only after one wash v bad,negative
29d5a9fb-4fe9-4aa8-a2c9-88e731cf11bd,nice device refreshes memories through google photos,positive
3902c2af-f096-4be5-bd02-e3ec916ef13f,very very nice with and good looking my mother,positive
1be977e2-2c98-4e9d-991e-2ee2f98df73c,this marq 8 kg washing machine is really superb washing clothes and it is also ecomomical for 4 member family it washes clothes without damaging the color or quality of the clothesim immensely satisfied with this flipkart product thanks flipkart for fast delivery i want to give it 4 stars for its great performance,positive
83fe31f8-f23e-48a5-aa31-bce60946fdf5,good,positive
6efff044-a73d-4887-962c-b87bd0e1cd11,gd,positive
3ecf2d2e-cecf-4c06-95e2-c40d4dde8fc3,very much dry please dont get it,negative
e74ab022-5919-47e5-9fb8-1246a4fc302c,very good comfort best product,positive
